time,ix,value
0.61,9,0.0
0.61,10,0.0
0.61,11,0.0
0.61,12,0.0
0.61,13,0.0
0.61,14,0.0
0.61,15,0.0
0.61,16,0.0
0.61,17,0.0
0.61,18,0.0
0.61,19,0.0
0.61,20,0.0
0.61,21,0.0
0.61,22,0.0
0.61,23,0.0
0.61,24,0.0
0.61,25,0.0
0.61,26,0.0
0.61,27,0.0
0.61,28,0.0
0.61,29,0.0
0.61,30,0.0
0.61,31,0.0
0.61,32,0.0
0.61,33,0.0
0.61,34,0.0
0.61,35,0.0
0.61,36,0.0
0.61,37,0.0
0.61,38,0.0
0.61,39,0.0
0.61,40,0.0
0.61,41,0.0
0.61,42,0.0
0.61,43,0.0
0.61,44,0.0
0.61,45,0.0
0.61,46,0.0
0.61,47,0.0
0.61,48,0.0
0.61,49,0.0
0.61,50,0.0
0.61,51,0.0
0.61,52,0.0
0.61,53,0.0
0.71,0,0.0
0.71,1,0.0
0.71,2,0.0
0.71,3,0.0
0.71,4,0.0
0.71,5,0.0
0.71,6,0.0
0.71,7,0.0
0.71,8,0.0
0.71,9,0.0
0.71,10,0.0
0.71,11,0.0
0.71,12,0.0
0.71,13,0.0
0.71,14,0.0
0.71,15,0.0
0.71,16,0.0
0.71,17,0.0
0.71,18,0.0
0.71,19,0.0
0.71,20,0.0
0.71,21,0.0
0.71,22,0.0
0.71,23,0.0
0.71,24,0.0
0.71,25,0.0
0.71,26,0.0
0.71,27,0.0
0.71,28,0.0
0.71,29,0.0
0.71,30,0.0
0.71,31,0.0
0.71,32,0.0
0.71,33,0.0
0.71,34,0.0
0.71,35,0.0
0.71,36,0.0
0.71,37,0.0
0.71,38,0.0
0.71,39,0.0
0.71,40,0.0
0.71,41,0.0
0.71,42,0.0
0.71,43,0.0
0.71,44,0.0
0.71,45,0.0
0.71,46,0.0
0.71,47,0.0
0.71,48,0.0
0.71,49,0.0
0.71,50,0.0
0.71,51,0.0
0.71,52,0.0
0.71,53,0.0
0.81,0,0.0
0.81,1,0.0
0.81,2,0.0
0.81,3,0.0
0.81,4,0.0
0.81,5,0.0
0.81,6,0.0
0.81,7,0.0
0.81,8,0.0
0.81,9,0.0
0.81,10,0.0
0.81,11,0.0
0.81,12,0.0
0.81,13,0.0
0.81,14,0.0
0.81,15,0.0
0.81,16,0.0
0.81,17,0.0
0.81,18,0.0
0.81,19,0.0
0.81,20,0.0
0.81,21,0.0
0.81,22,0.0
0.81,23,0.0
0.81,24,0.0
0.81,25,0.0
0.81,26,0.0
0.81,27,0.0
0.81,28,0.0
0.81,29,0.0
0.81,30,0.0
0.81,31,0.0
0.81,32,0.0
0.81,33,0.0
0.81,34,0.0
0.81,35,0.0
0.81,36,0.0
0.81,37,0.0
0.81,38,0.0
0.81,39,0.0
0.81,40,0.0
0.81,41,0.0
0.81,42,0.0
0.81,43,0.0
0.81,44,0.0
0.81,45,0.0
0.81,46,0.0
0.81,47,0.0
0.81,48,0.0
0.81,49,0.0
0.81,50,0.0
0.81,51,0.0
0.81,52,0.0
0.81,53,0.0
0.91,0,0.0
0.91,1,0.0
0.91,2,0.0
0.91,3,0.0
0.91,4,0.0
0.91,5,0.0
0.91,6,0.0
0.91,7,0.0
0.91,8,0.0
0.91,9,0.0
0.91,10,0.0
0.91,11,0.0
0.91,12,0.0
0.91,13,0.0
0.91,14,0.0
0.91,15,0.0
0.91,16,0.0
0.91,17,0.0
0.91,18,0.0
0.91,19,0.0
0.91,20,0.0
0.91,21,0.0
0.91,22,0.0
0.91,23,0.0
0.91,24,0.0
0.91,25,0.0
0.91,26,0.0
0.91,27,0.0
0.91,28,0.0
0.91,29,0.0
0.91,30,0.0
0.91,31,0.0
0.91,32,0.0
0.91,33,0.0
0.91,34,0.0
0.91,35,0.0
0.91,36,0.0
0.91,37,0.0
0.91,38,0.0
0.91,39,0.0
0.91,40,0.0
0.91,41,0.0
0.91,42,0.0
0.91,43,0.0
0.91,44,0.0
0.91,45,0.0
0.91,46,0.0
0.91,47,0.0
0.91,48,0.0
0.91,49,0.0
0.91,50,0.0
0.91,51,0.0
0.91,52,0.0
0.91,53,0.0
1.01,0,0.0
1.01,1,0.0
1.01,2,0.0
1.01,3,0.0
1.01,4,0.0
1.01,5,0.0
1.01,6,0.0
1.01,7,0.0
1.01,8,0.0
1.01,9,0.0
1.01,10,0.0
1.01,11,0.0
1.01,12,0.0
1.01,13,0.0
1.01,14,0.0
1.01,15,0.0
1.01,16,0.0
1.01,17,0.0
1.01,18,0.0
1.01,19,0.0
1.01,20,0.0
1.01,21,0.0
1.01,22,0.0
1.01,23,0.0
1.01,24,0.0
1.01,25,0.0
1.01,26,0.0
1.01,27,0.0
1.01,28,0.0
1.01,29,0.0
1.01,30,0.0
1.01,31,0.0
1.01,32,0.0
1.01,33,0.0
1.01,34,0.0
1.01,35,0.0
1.01,36,0.0
1.01,37,0.0
1.01,38,0.0
1.01,39,0.0
1.01,40,0.0
1.01,41,0.0
1.01,42,0.0
1.01,43,0.0
1.01,44,0.0
1.01,45,0.0
1.01,46,0.0
1.01,47,0.0
1.01,48,0.0
1.01,49,0.0
1.01,50,0.0
1.01,51,0.0
1.01,52,0.0
1.01,53,0.0
1.11,0,0.0
1.11,1,0.0
1.11,2,0.0
1.11,3,0.0
1.11,4,0.0
1.11,5,0.0
1.11,6,0.0
1.11,7,0.0
1.11,8,0.0
1.11,9,0.0
1.11,10,0.0
1.11,11,0.0
1.11,12,0.0
1.11,13,0.0
1.11,14,0.0
1.11,15,0.0
1.11,16,0.0
1.11,17,0.0
1.11,18,0.0
1.11,19,0.0
1.11,20,0.0
1.11,21,0.0
1.11,22,0.0
1.11,23,0.0
1.11,24,0.0
1.11,25,0.0
1.11,26,0.0
1.11,27,0.0
1.11,28,0.0
1.11,29,0.0
1.11,30,0.0
1.11,31,0.0
1.11,32,0.0
1.11,33,0.0
1.11,34,0.0
1.11,35,0.0
1.11,36,0.0
1.11,37,0.0
1.11,38,0.0
1.11,39,0.0
1.11,40,0.0
1.11,41,0.0
1.11,42,0.0
1.11,43,0.0
1.11,44,0.0
1.11,45,0.0
1.11,46,0.0
1.11,47,0.0
1.11,48,0.0
1.11,49,0.0
1.11,50,0.0
1.11,51,0.0
1.11,52,0.0
1.11,53,0.0
1.21,0,0.0
1.21,1,0.0
1.21,2,0.0
1.21,3,0.0
1.21,4,0.0
1.21,5,0.0
1.21,6,0.0
1.21,7,0.0
1.21,8,0.0
1.21,9,0.0
1.21,10,0.0
1.21,11,0.0
1.21,12,0.0
1.21,13,0.0
1.21,14,0.0
1.21,15,0.0
1.21,16,0.0
1.21,17,0.0
1.21,18,0.0
1.21,19,0.0
1.21,20,0.0
1.21,21,0.0
1.21,22,0.0
1.21,23,0.0
1.21,24,0.0
1.21,25,0.0
1.21,26,0.0
1.21,27,0.0
1.21,28,0.0
1.21,29,0.0
1.21,30,0.0
1.21,31,0.0
1.21,32,0.0
1.21,33,0.0
1.21,34,0.0
1.21,35,0.0
1.21,36,0.0
1.21,37,0.0
1.21,38,0.0
1.21,39,0.0
1.21,40,0.0
1.21,41,0.0
1.21,42,0.0
1.21,43,0.0
1.21,44,0.0
1.21,45,0.0
1.21,46,0.0
1.21,47,0.0
1.21,48,0.0
1.21,49,0.0
1.21,50,0.0
1.21,51,0.0
1.21,52,0.0
1.21,53,0.0
1.31,0,0.0
1.31,1,0.0
1.31,2,0.0
1.31,3,0.0
1.31,4,0.0
1.31,5,0.0
1.31,6,0.0
1.31,7,0.0
1.31,8,0.0
1.31,9,0.0
1.31,10,0.0
1.31,11,0.0
1.31,12,0.0
1.31,13,0.0
1.31,14,0.0
1.31,15,0.0
1.31,16,0.0
1.31,17,0.0
1.31,18,0.0
1.31,19,0.0
1.31,20,0.0
1.31,21,0.0
1.31,22,0.0
1.31,23,0.0
1.31,24,0.0
1.31,25,0.0
1.31,26,0.0
1.31,27,0.0
1.31,28,0.0
1.31,29,0.0
1.31,30,0.0
1.31,31,0.0
1.31,32,0.0
1.31,33,0.0
1.31,34,0.0
1.31,35,0.0
1.31,36,0.0
1.31,37,0.0
1.31,38,0.0
1.31,39,0.0
1.31,40,0.0
1.31,41,0.0
1.31,42,0.0
1.31,43,0.0
1.31,44,0.0
1.31,45,0.0
1.31,46,0.0
1.31,47,0.0
1.31,48,0.0
1.31,49,0.0
1.31,50,0.0
1.31,51,0.0
1.31,52,0.0
1.31,53,0.0
1.41,0,0.0
1.41,1,0.0
1.41,2,0.0
1.41,3,0.0
1.41,4,0.0
1.41,5,0.0
1.41,6,0.0
1.41,7,0.0
1.41,8,0.0
1.41,9,0.0
1.41,10,0.0
1.41,11,0.0
1.41,12,0.0
1.41,13,0.0
1.41,14,0.0
1.41,15,0.0
1.41,16,0.0
1.41,17,0.0
1.41,18,0.0
1.41,19,0.0
1.41,20,0.0
1.41,21,0.0
1.41,22,0.0
1.41,23,0.0
1.41,24,0.0
1.41,25,0.0
1.41,26,0.0
1.41,27,0.0
1.41,28,0.0
1.41,29,0.0
1.41,30,0.0
1.41,31,0.0
1.41,32,0.0
1.41,33,0.0
1.41,34,24.7824266808
1.41,35,0.0
1.41,36,0.0
1.41,37,0.0
1.41,38,0.0
1.41,39,0.0
1.41,40,0.0
1.41,41,0.0
1.41,42,0.0
1.41,43,0.0
1.41,44,0.0
1.41,45,0.0
1.41,46,0.0
1.41,47,0.0
1.41,48,0.0
1.41,49,0.0
1.41,50,0.0
1.41,51,0.0
1.41,52,0.0
1.41,53,0.0
1.51,0,0.0
1.51,1,0.0
1.51,2,0.0
1.51,3,0.0
1.51,4,0.0
1.51,5,0.0
1.51,6,0.0
1.51,7,0.0
1.51,8,0.0
1.51,9,0.0
1.51,10,0.0
1.51,11,0.0
1.51,12,0.0
1.51,13,0.0
1.51,14,0.0
1.51,15,0.0
1.51,16,0.0
1.51,17,0.0
1.51,18,0.0
1.51,19,0.0
1.51,20,0.0
1.51,21,0.0
1.51,22,0.0
1.51,23,0.0
1.51,24,0.0
1.51,25,0.0
1.51,26,0.0
1.51,27,0.0
1.51,28,0.0
1.51,29,0.0
1.51,30,0.0
1.51,31,0.0
1.51,32,0.0
1.51,33,0.0
1.51,34,27.2841407472
1.51,35,0.0
1.51,36,0.0
1.51,37,0.0
1.51,38,0.0
1.51,39,0.0
1.51,40,0.0
1.51,41,0.0
1.51,42,0.0
1.51,43,0.0
1.51,44,0.0
1.51,45,0.0
1.51,46,0.0
1.51,47,0.0
1.51,48,0.0
1.51,49,0.0
1.51,50,0.0
1.51,51,0.0
1.51,52,0.0
1.51,53,0.0
1.61,0,0.0
1.61,1,0.0
1.61,2,0.0
1.61,3,0.0
1.61,4,0.0
1.61,5,0.0
1.61,6,0.0
1.61,7,0.0
1.61,8,0.0
1.61,9,0.0
1.61,10,0.0
1.61,11,0.0
1.61,12,0.0
1.61,13,0.0
1.61,14,0.0
1.61,15,0.0
1.61,16,0.0
1.61,17,0.0
1.61,18,0.0
1.61,19,11.7705023106
1.61,20,0.0
1.61,21,0.0
1.61,22,0.0
1.61,23,0.0
1.61,24,0.0
1.61,25,0.0
1.61,26,0.0
1.61,27,0.0
1.61,28,0.0
1.61,29,0.0
1.61,30,0.0
1.61,31,0.0
1.61,32,0.0
1.61,33,0.0
1.61,34,22.0493566908
1.61,35,0.0
1.61,36,0.0
1.61,37,0.0
1.61,38,0.0
1.61,39,0.0
1.61,40,0.0
1.61,41,0.0
1.61,42,0.0
1.61,43,0.0
1.61,44,0.0
1.61,45,0.0
1.61,46,0.0
1.61,47,0.0
1.61,48,0.0
1.61,49,0.0
1.61,50,0.0
1.61,51,0.0
1.61,52,0.0
1.61,53,0.0
1.71,0,0.0
1.71,1,0.0
1.71,2,0.0
1.71,3,0.0
1.71,4,0.0
1.71,5,0.0
1.71,6,0.0
1.71,7,0.0
1.71,8,0.0
1.71,9,0.0
1.71,10,0.0
1.71,11,0.0
1.71,12,0.0
1.71,13,0.0
1.71,14,0.0
1.71,15,0.0
1.71,16,0.0
1.71,17,0.0
1.71,18,0.0
1.71,19,20.8723304875
1.71,20,34.2332676962
1.71,21,0.0
1.71,22,0.0
1.71,23,0.0
1.71,24,0.0
1.71,25,0.0
1.71,26,0.0
1.71,27,0.0
1.71,28,0.0
1.71,29,0.0
1.71,30,0.0
1.71,31,0.0
1.71,32,0.0
1.71,33,0.0
1.71,34,10.7953218192
1.71,35,0.0
1.71,36,0.0
1.71,37,0.0
1.71,38,0.0
1.71,39,0.0
1.71,40,0.0
1.71,41,0.0
1.71,42,0.0
1.71,43,0.0
1.71,44,0.0
1.71,45,0.0
1.71,46,0.0
1.71,47,0.0
1.71,48,0.0
1.71,49,0.0
1.71,50,0.0
1.71,51,0.0
1.71,52,0.0
1.71,53,0.0
1.81,0,0.0
1.81,1,0.0
1.81,2,0.0
1.81,3,0.0
1.81,4,0.0
1.81,5,0.0
1.81,6,0.0
1.81,7,0.0
1.81,8,0.0
1.81,9,0.0
1.81,10,0.0
1.81,11,0.0
1.81,12,0.0
1.81,13,0.0
1.81,14,0.0
1.81,15,0.0
1.81,16,0.0
1.81,17,0.0
1.81,18,0.0
1.81,19,31.494299807
1.81,20,28.8745869661
1.81,21,0.0
1.81,22,0.0
1.81,23,0.0
1.81,24,0.0
1.81,25,0.0
1.81,26,0.0
1.81,27,0.0
1.81,28,0.0
1.81,29,0.0
1.81,30,0.0
1.81,31,0.0
1.81,32,0.0
1.81,33,0.0
1.81,34,0.0
1.81,35,0.0
1.81,36,15.7075002136
1.81,37,0.0
1.81,38,0.0
1.81,39,0.0
1.81,40,0.0
1.81,41,0.0
1.81,42,0.0
1.81,43,0.0
1.81,44,0.0
1.81,45,0.0
1.81,46,0.0
1.81,47,0.0
1.81,48,0.0
1.81,49,0.0
1.81,50,0.0
1.81,51,0.0
1.81,52,0.0
1.81,53,0.0
1.91,0,0.0
1.91,1,0.0
1.91,2,0.0
1.91,3,0.0
1.91,4,0.0
1.91,5,0.0
1.91,6,0.0
1.91,7,0.0
1.91,8,0.0
1.91,9,0.0
1.91,10,0.0
1.91,11,0.0
1.91,12,0.0
1.91,13,0.0
1.91,14,0.0
1.91,15,0.0
1.91,16,0.0
1.91,17,0.0
1.91,18,0.0
1.91,19,28.4306540498
1.91,20,33.9083015659
1.91,21,0.0
1.91,22,0.0
1.91,23,0.0
1.91,24,0.0
1.91,25,0.0
1.91,26,0.0
1.91,27,0.0
1.91,28,0.0
1.91,29,0.0
1.91,30,0.0
1.91,31,0.0
1.91,32,0.0
1.91,33,21.2149229552
1.91,34,0.0
1.91,35,0.0
1.91,36,0.0
1.91,37,0.0
1.91,38,0.0
1.91,39,0.0
1.91,40,0.0
1.91,41,0.0
1.91,42,0.0
1.91,43,0.0
1.91,44,0.0
1.91,45,0.0
1.91,46,0.0
1.91,47,0.0
1.91,48,0.0
1.91,49,0.0
1.91,50,0.0
1.91,51,0.0
1.91,52,0.0
1.91,53,0.0
2.01,0,0.0
2.01,1,0.0
2.01,2,0.0
2.01,3,0.0
2.01,4,0.0
2.01,5,0.0
2.01,6,0.0
2.01,7,0.0
2.01,8,0.0
2.01,9,0.0
2.01,10,0.0
2.01,11,0.0
2.01,12,0.0
2.01,13,0.0
2.01,14,0.0
2.01,15,0.0
2.01,16,0.0
2.01,17,25.2496900887
2.01,18,0.0
2.01,19,23.3812476563
2.01,20,23.6365454635
2.01,21,0.0
2.01,22,0.0
2.01,23,0.0
2.01,24,0.0
2.01,25,0.0
2.01,26,0.0
2.01,27,0.0
2.01,28,0.0
2.01,29,0.0
2.01,30,0.0
2.01,31,0.0
2.01,32,19.1979288329
2.01,33,16.7697358498
2.01,34,0.0
2.01,35,0.0
2.01,36,0.0
2.01,37,17.7888994316
2.01,38,0.0
2.01,39,0.0
2.01,40,0.0
2.01,41,0.0
2.01,42,0.0
2.01,43,0.0
2.01,44,0.0
2.01,45,0.0
2.01,46,0.0
2.01,47,0.0
2.01,48,0.0
2.01,49,0.0
2.01,50,0.0
2.01,51,0.0
2.01,52,0.0
2.01,53,0.0
2.11,0,0.0
2.11,1,0.0
2.11,2,0.0
2.11,3,0.0
2.11,4,0.0
2.11,5,0.0
2.11,6,0.0
2.11,7,0.0
2.11,8,0.0
2.11,9,0.0
2.11,10,0.0
2.11,11,0.0
2.11,12,0.0
2.11,13,0.0
2.11,14,0.0
2.11,15,0.0
2.11,16,0.0
2.11,17,16.189638999
2.11,18,0.0
2.11,19,0.0
2.11,20,0.0
2.11,21,0.0
2.11,22,0.0
2.11,23,0.0
2.11,24,0.0
2.11,25,0.0
2.11,26,0.0
2.11,27,0.0
2.11,28,0.0
2.11,29,0.0
2.11,30,0.0
2.11,31,32.9236028647
2.11,32,13.6193978221
2.11,33,13.6999457826
2.11,34,0.0
2.11,35,0.0
2.11,36,0.0
2.11,37,0.0
2.11,38,0.0
2.11,39,0.0
2.11,40,0.0
2.11,41,0.0
2.11,42,0.0
2.11,43,0.0
2.11,44,0.0
2.11,45,0.0
2.11,46,0.0
2.11,47,0.0
2.11,48,0.0
2.11,49,0.0
2.11,50,0.0
2.11,51,0.0
2.11,52,0.0
2.11,53,0.0
2.21,0,0.0
2.21,1,0.0
2.21,2,0.0
2.21,3,0.0
2.21,4,0.0
2.21,5,0.0
2.21,6,0.0
2.21,7,0.0
2.21,8,0.0
2.21,9,0.0
2.21,10,0.0
2.21,11,0.0
2.21,12,0.0
2.21,13,0.0
2.21,14,0.0
2.21,15,0.0
2.21,16,30.171645921
2.21,17,0.0
2.21,18,0.0
2.21,19,0.0
2.21,20,16.33353307
2.21,21,0.0
2.21,22,47.4622144337
2.21,23,0.0
2.21,24,0.0
2.21,25,0.0
2.21,26,0.0
2.21,27,0.0
2.21,28,0.0
2.21,29,0.0
2.21,30,0.0
2.21,31,79.391419766
2.21,32,71.1961694971
2.21,33,18.9110157935
2.21,34,33.7861131826
2.21,35,0.0
2.21,36,0.0
2.21,37,0.0
2.21,38,0.0
2.21,39,0.0
2.21,40,0.0
2.21,41,0.0
2.21,42,0.0
2.21,43,0.0
2.21,44,0.0
2.21,45,0.0
2.21,46,0.0
2.21,47,0.0
2.21,48,0.0
2.21,49,0.0
2.21,50,0.0
2.21,51,0.0
2.21,52,0.0
2.21,53,0.0
2.31,0,0.0
2.31,1,0.0
2.31,2,0.0
2.31,3,0.0
2.31,4,0.0
2.31,5,0.0
2.31,6,0.0
2.31,7,0.0
2.31,8,0.0
2.31,9,0.0
2.31,10,0.0
2.31,11,0.0
2.31,12,0.0
2.31,13,0.0
2.31,14,18.74363611
2.31,15,0.0
2.31,16,13.2343613757
2.31,17,0.0
2.31,18,0.0
2.31,19,0.0
2.31,20,17.5482522045
2.31,21,21.1797068644
2.31,22,31.83556085
2.31,23,0.0
2.31,24,0.0
2.31,25,0.0
2.31,26,0.0
2.31,27,0.0
2.31,28,0.0
2.31,29,0.0
2.31,30,0.0
2.31,31,19.9488691921
2.31,32,55.1844643476
2.31,33,32.9044200712
2.31,34,29.4696549719
2.31,35,0.0
2.31,36,0.0
2.31,37,0.0
2.31,38,15.1611660212
2.31,39,0.0
2.31,40,0.0
2.31,41,0.0
2.31,42,0.0
2.31,43,0.0
2.31,44,0.0
2.31,45,0.0
2.31,46,0.0
2.31,47,0.0
2.31,48,0.0
2.31,49,0.0
2.31,50,0.0
2.31,51,0.0
2.31,52,0.0
2.31,53,0.0
2.41,0,0.0
2.41,1,0.0
2.41,2,0.0
2.41,3,0.0
2.41,4,0.0
2.41,5,0.0
2.41,6,0.0
2.41,7,0.0
2.41,8,0.0
2.41,9,0.0
2.41,10,0.0
2.41,11,0.0
2.41,12,0.0
2.41,13,0.0
2.41,14,0.0
2.41,15,0.0
2.41,16,0.0
2.41,17,0.0
2.41,18,12.5408192439
2.41,19,0.0
2.41,20,12.9246010306
2.41,21,20.9550586151
2.41,22,35.1785180767
2.41,23,0.0
2.41,24,0.0
2.41,25,0.0
2.41,26,0.0
2.41,27,0.0
2.41,28,0.0
2.41,29,0.0
2.41,30,0.0
2.41,31,0.0
2.41,32,35.7769426774
2.41,33,31.2018364007
2.41,34,52.3580140768
2.41,35,0.0
2.41,36,0.0
2.41,37,0.0
2.41,38,0.0
2.41,39,0.0
2.41,40,0.0
2.41,41,0.0
2.41,42,0.0
2.41,43,0.0
2.41,44,0.0
2.41,45,0.0
2.41,46,0.0
2.41,47,0.0
2.41,48,0.0
2.41,49,0.0
2.41,50,0.0
2.41,51,0.0
2.41,52,0.0
2.41,53,0.0
2.51,0,0.0
2.51,1,0.0
2.51,2,0.0
2.51,3,0.0
2.51,4,0.0
2.51,5,0.0
2.51,6,0.0
2.51,7,0.0
2.51,8,0.0
2.51,9,0.0
2.51,10,0.0
2.51,11,0.0
2.51,12,0.0
2.51,13,19.747792171
2.51,14,0.0
2.51,15,22.8537417336
2.51,16,0.0
2.51,17,0.0
2.51,18,0.0
2.51,19,33.5313788939
2.51,20,0.0
2.51,21,16.3036233077
2.51,22,0.0
2.51,23,0.0
2.51,24,0.0
2.51,25,0.0
2.51,26,0.0
2.51,27,0.0
2.51,28,0.0
2.51,29,0.0
2.51,30,0.0
2.51,31,0.0
2.51,32,14.2432392577
